longvolume,shortvolume,change_2,change2,change_10,change_3,change,volume,change2x100,change_2x100,change_10x100,change_3x100,changex100,change_true,volume_t,change_2x1000
7.97,-16.77675,0.110028,0.016821,0.034683,-0.008753,-0.069432,-8.808552,1.682146,11.002761,3.468321,-0.875319,-6.9432,0,331,410
27.68,-0.00526,0.046801,0.006854,0.064906,0.093173,0.076339,27.671123,0.685365,4.68014,6.490629,9.317295,7.633865,0,331,347
12.94,-7.77043,-0.042586,0.110028,0.050822,0.040519,0.0193,5.169811,11.002761,-4.258561,5.082215,4.051922,1.929979,1,331,257
13.13,-10.31035,-0.064386,0.032436,0.074234,0.123176,0.013134,2.818657,3.243605,-6.438636,7.423448,12.317578,1.313372,0,331,236
1.89,-15.92215,0.079111,-0.042586,0.058602,-0.023294,-0.055712,-14.033328,-4.258561,7.911142,5.860157,-2.329404,-5.571201,0,331,379
0,-21.6198,0.039163,-0.064386,0.076939,-0.051261,-0.008696,-21.619795,-6.438636,3.916303,7.693856,-5.12611,-0.86964,0,331,339
18.2,-7.13243,-0.010703,0.079094,0.118369,0.023355,0.087815,11.06436,7.909418,-1.070274,11.836913,2.335533,8.781545,1,331,289
2.34,-16.37954,0.06201,0.03918,0.089134,0.030463,-0.048627,-14.038782,3.918026,6.200969,8.913438,3.046323,-4.862692,0,331,362
20.57,0,0.064499,-0.010737,0.152686,0.077103,0.037908,20.574596,-1.073715,6.449868,15.268575,7.710331,3.79082,0,331,364
10.75,-14.27714,0.034685,0.06201,0.090423,0.013353,0.024075,-3.531296,6.200969,3.468463,9.042346,1.335261,2.407514,0,331,335
16.88,-8.81903,-0.047311,0.064481,0.200428,0.102431,0.040397,8.056137,6.448146,-4.731096,20.042774,10.243132,4.039659,0,331,253
12.2,-9.86457,-0.063016,0.034685,0.103902,0.058768,-0.005692,2.339775,3.468463,-6.301609,10.390209,5.876813,-0.569245,0,331,237
7.04,-21.7849,0.014023,-0.047294,0.042947,-0.006933,-0.041621,-14.746066,-4.729377,1.402279,4.294709,-0.693349,-4.162088,0,331,314
4.92,-16.55373,-0.011066,-0.063033,0.008382,-0.068705,-0.021439,-11.629364,-6.303328,-1.106575,0.838176,-6.870495,-2.143851,0,331,289
49.98,-8.88555,0.006107,0.014006,0.099587,-0.027604,0.035452,41.094141,1.400558,0.610723,9.958669,-2.760393,3.545169,0,331,306
14.11,-39.55196,-0.024957,-0.011066,0.061758,-0.032502,-0.046518,-25.440809,-1.106575,-2.495662,6.175843,-3.250189,-4.651815,0,331,275
12.47,-0.00358,-0.059864,0.00609,0.02655,0.041561,0.052615,12.470208,0.609002,-5.986439,2.655037,4.156109,5.261544,0,331,240
9.97,-17.91562,0.064714,-0.024974,-0.002393,-0.071463,-0.077548,-7.950531,-2.497383,6.471404,-0.239293,-7.146316,-7.754846,0,331,365
9.54,-12.75727,-0.028453,-0.059864,-0.022612,-0.00728,0.017698,-3.213716,-5.986439,-2.845262,-2.261239,-0.728045,1.76978,0,331,272
13.46,-5.49883,-0.064552,0.064714,0.00031,-0.012885,0.047008,7.959754,6.471404,-6.455176,0.030968,-1.288461,4.700792,0,331,235
0,-22.53308,0.057128,-0.028453,-0.115448,-0.01076,-0.075425,-22.53308,-2.845262,5.712804,-11.54484,-1.075985,-7.542508,0,331,357
18.42,-0.00992,0.037065,-0.064552,-0.09891,-0.017574,0.010864,18.410582,-6.455176,3.706549,-9.890979,-1.757418,1.086431,0,331,337
18.42,0,-0.017139,0.057111,-0.011115,-0.01834,0.046241,18.421913,5.711081,-1.713895,-1.111499,-1.834013,4.624148,0,331,283
9.64,-16.54333,0.068648,0.037065,0.001153,0.047934,-0.009155,-6.902006,3.706549,6.864814,0.115304,4.793383,-0.915454,0,331,369
7.84,-14.14806,0.03184,-0.017122,-0.042269,0.029095,0.002117,-6.310126,-1.712175,3.183985,-4.22689,2.90946,0.211696,0,331,332
48.12,0,0.055376,0.078741,0.080859,0.059487,0.076639,48.120022,7.874077,5.537613,8.085944,5.948731,7.66394,0,331,355
16.87,-17.18566,0.113813,0.031857,-0.016532,0.033957,-0.044748,-0.314468,3.185707,11.381276,-1.653152,3.395749,-4.474804,0,331,414
20.38,-3.90986,0.05593,0.055376,0.161294,0.132058,0.100186,16.472505,5.537613,5.592987,16.129446,13.205797,10.018621,0,331,356
15.12,-7.91176,0.045439,0.11383,0.157221,0.069014,0.01363,7.20849,11.382998,4.543898,15.722093,6.901379,1.363011,1,331,345
38.5,-0.01039,0.050883,0.05593,0.152502,0.156172,0.042294,38.491745,5.592987,5.088251,15.250181,15.617212,4.229399,0,331,351
3.58,-29.14085,0.033428,0.045439,0.231233,0.059075,0.003161,-25.561996,4.543898,3.342817,23.12325,5.907528,0.316083,0,331,333
10.16,-1.76245,-0.108032,0.0509,0.268187,0.093198,0.047737,8.392908,5.089969,-10.803171,26.818679,9.319802,4.773735,0,331,192
20.86,-10.98857,-0.006165,0.033428,0.207526,0.03659,-0.010611,9.867059,3.342817,-0.61648,20.752589,3.659006,-1.061126,0,331,294
0,-29.62938,0.137334,-0.104344,0.132852,-0.060346,-0.093743,-29.625414,-10.434408,13.733421,13.285246,-6.034592,-9.374276,0,331,437
19.34,0,-0.013996,-0.006165,0.218525,-0.016775,0.08766,19.34492,-0.61648,-1.399616,21.852471,-1.677541,8.766013,0,331,286
14.78,-0.11887,-0.033694,0.137334,0.191478,0.043463,0.049613,14.6654,13.733421,-3.369428,19.147758,4.346271,4.961339,1,331,266
4.79,-19.61877,0.017296,-0.014013,0.172603,0.073652,-0.063595,-14.832028,-1.401333,1.729584,17.260314,7.36517,-6.359517,0,331,317
17.93,-0.69802,-0.076632,-0.033694,0.102286,0.015902,0.02992,17.229395,-3.369428,-7.663183,10.228601,1.590239,2.991992,0,331,223
9.9,-12.95177,-0.158263,0.017296,0.076012,-0.04631,-0.01262,-3.049825,1.729584,-15.826306,7.601233,-4.631033,-1.26203,0,331,142
1.58,-14.07643,-0.027975,-0.076632,-0.03032,-0.046735,-0.064037,-12.497796,-7.663183,-2.797497,-3.031993,-4.673484,-6.403677,0,331,272
1.56,-17.13614,0.112401,-0.15828,-0.127752,-0.170863,-0.094304,-15.581067,-15.828021,11.24011,-12.775196,-17.086339,-9.430383,0,331,412
24.11,-0.65612,-0.10717,-0.027975,-0.105443,-0.091994,0.066391,23.449981,-2.797497,-10.716999,-10.544298,-9.199382,6.639147,0,331,193
12.49,-1.80967,-0.055201,0.112401,-0.048906,0.017991,0.044431,10.68342,11.24011,-5.520111,-4.890628,1.799127,4.443146,1,331,245
0,-18.62614,0.092487,-0.108715,-0.108269,-0.04085,-0.153079,-18.626137,-10.871527,9.248704,-10.826886,-4.084967,-15.307871,0,331,392
18.57,-0.00326,0.020353,-0.055201,-0.097939,-0.010794,0.098028,18.561786,-5.520111,2.035301,-9.793879,-1.079418,9.802766,0,331,320
12.73,-4.77903,-0.103335,0.092487,-0.153006,-0.060733,-0.005535,7.95568,9.248704,-10.333505,-15.300603,-6.073325,-0.553519,1,331,197
28.33,-0.00624,-0.083578,0.020353,-0.063601,0.118401,0.02589,28.322221,2.035301,-8.357816,-6.360129,11.840062,2.588963,0,331,216
0.93,-19.78422,0.098004,-0.103335,-0.222564,-0.108865,-0.129191,-18.854884,-10.333505,9.800397,-22.256369,-10.886453,-12.919124,0,331,398
15.54,-0.00336,0.071487,-0.083578,-0.164411,-0.05771,0.045672,15.53768,-8.357816,7.148702,-16.441084,-5.771016,4.567209,0,331,371
20.25,-0.70024,0.003421,0.098004,-0.048183,-0.031314,0.052308,19.54837,9.800397,0.342119,-4.818293,-3.131388,5.230799,1,331,303
6.09,-10.6095,-0.029839,0.071487,0.065342,0.117192,0.019169,-4.516443,7.148702,-2.983946,6.534228,11.719176,1.9169,0,331,270
6.35,-20.92142,-0.01518,0.003421,-0.01834,0.055731,-0.020608,-14.566998,0.342119,-1.517995,-1.833979,5.573098,-2.060817,0,331,285
3.01,-12.87548,-0.089287,-0.034702,-0.076831,-0.010676,-0.01408,-9.861761,-3.470216,-8.92872,-7.683143,-1.067619,-1.407971,0,331,211
10.65,-7.37509,-0.087139,-0.015163,0.07528,-0.035785,-0.001083,3.279465,-1.516276,-8.713893,7.528015,-3.578499,-0.108321,0,331,213
0,-36.13457,0.015987,-0.089287,-0.11091,-0.103354,-0.088205,-36.129747,-8.92872,1.598728,-11.091014,-10.335434,-8.820495,0,331,316
11.32,0,0.013251,-0.087139,-0.104315,-0.088221,0.001067,11.323396,-8.713893,1.325089,-10.431494,-8.822119,0.106697,0,331,313
6.62,-9.5119,0.038353,0.015987,-0.11527,-0.072232,0.014903,-2.890679,1.598728,3.835301,-11.527014,-7.223177,1.490294,0,331,338
12.41,-3.03468,0.071115,0.013234,0.01227,0.014318,-0.001669,9.376475,1.323368,7.111514,1.226986,1.431799,-0.166902,0,331,371
15.32,-0.00398,0.066649,0.038353,0.006622,0.053262,0.040005,15.312662,3.835301,6.664915,0.662235,5.326167,4.000549,0,331,367
15.13,-11.41353,0.147528,0.071098,-0.014596,0.069445,0.031063,3.715256,7.109792,14.752826,-1.459595,6.944493,3.10628,0,331,448
14.84,-0.00528,0.038966,0.066632,-0.003077,0.106681,0.035541,14.831061,6.663193,3.896593,-0.307662,10.668129,3.554089,0,331,339
35.97,-0.00507,-0.009838,0.147511,0.129502,0.178637,0.11193,35.966182,14.751104,-0.98379,12.950237,17.863688,11.193036,1,331,290
7.66,-19.66437,0.047782,0.038966,0.070615,0.074521,-0.072883,-12.007799,3.896593,4.778211,7.061478,7.452067,-7.288286,0,331,348
17.47,-0.00376,-0.023593,-0.009838,0.134835,0.102081,0.063074,17.463682,-0.98379,-2.359267,13.483494,10.208145,6.307375,0,331,276
12.59,-13.61061,0.012914,0.047765,0.207903,-0.025136,-0.015316,-1.023582,4.776492,1.291441,20.790346,-2.513557,-1.531635,0,331,313
16.02,-10.52874,0.027943,-0.02361,0.198505,0.039466,-0.008312,5.487471,-2.360984,2.794348,19.850513,3.946619,-0.831194,0,331,328
24.44,-0.0067,-0.026701,0.012897,0.204825,-0.002404,0.021211,24.431021,1.289724,-2.670122,20.48247,-0.240391,2.121094,0,331,273
4.16,-13.2705,-0.036006,0.027943,0.213225,0.019629,0.006714,-9.108714,2.794348,-3.600559,21.322494,1.962922,0.671394,0,331,264
3.3,-10.39235,-0.00249,-0.026718,0.139645,-0.005496,-0.033447,-7.087855,-2.671839,-0.249049,13.964499,-0.549595,-3.344725,0,331,298
8.35,-5.17872,-0.085538,-0.036023,0.105952,-0.029294,-0.002576,3.171966,-3.602276,-8.553765,10.595209,-2.929407,-0.257637,0,331,214
11.14,-4.76917,-0.11271,-0.00249,0.070472,-0.035937,8.6E-05,6.369497,-0.249049,-11.271035,7.047213,-3.593691,0.00859,0,331,187
0.56,-19.21937,-0.007512,-0.085538,-0.127,-0.088112,-0.085623,-18.660332,-8.553765,-0.751244,-12.699988,-8.811181,-8.562345,0,331,292
6.08,-6.46796,-0.069814,-0.11271,-0.081269,-0.112625,-0.02711,-0.385535,-11.271035,-6.981414,-8.126909,-11.262457,-2.711011,0,331,230
12.74,-8.44508,-0.011192,-0.007512,-0.124694,-0.093129,0.019586,4.293485,-0.751244,-1.119214,-12.46943,-9.312946,1.958579,0,331,289
0,-17.17489,0.03254,-0.069831,-0.198714,-0.096905,-0.0894,-17.174892,-6.983132,3.25396,-19.871364,-9.690532,-8.93996,0,331,333
52.33,-0.01036,-0.034749,-0.011192,-0.112289,0.008391,0.07826,52.314678,-1.119214,-3.474939,-11.228915,0.839145,7.826021,0,331,265
2.61,-14.40331,0.045637,0.032522,-0.17913,-0.056889,-0.045702,-11.793068,3.252238,4.563695,-17.912998,-5.688909,-4.570206,0,331,346
22.96,-0.01317,0.049846,-0.034749,-0.174911,0.043484,0.010958,22.949017,-3.474939,4.984598,-17.491127,4.348363,1.095768,0,331,350
10.84,-12.64551,0.013515,0.045637,-0.106885,-8.6E-05,0.034675,-1.8042,4.563695,1.351462,-10.688495,-0.0086,3.467547,0,331,314
18.77,-0.00968,-0.008768,0.049846,-0.089162,0.060809,0.015148,18.763555,4.984598,-0.87677,-8.916183,6.080913,1.514806,0,331,291
5.89,-6.03117,-0.017123,0.013497,-0.090897,0.048195,-0.001668,-0.136298,1.349742,-1.712308,-9.089655,4.819477,-0.166758,0,331,283
15.29,-4.26316,-0.02536,-0.008785,-0.012395,0.006379,-0.007117,11.0312,-0.878489,-2.535978,-1.239467,0.637904,-0.711742,0,331,275
7.47,-10.20302,0.007067,-0.017123,0.004694,-0.01879,-0.009989,-2.730615,-1.712308,0.706706,0.46944,-1.879037,-0.998918,0,331,307
13.2,-12.21481,0.054688,-0.025343,-0.030241,-0.032475,-0.015355,0.987055,-2.534259,5.468783,-3.024113,-3.24754,-1.535495,0,331,355
18.73,-0.28855,0.047729,0.007067,0.081633,-0.002923,0.022408,18.442256,0.706706,4.772936,8.163291,-0.292282,2.240825,0,331,348
12.83,-0.00444,0.036714,0.054671,0.035626,0.039324,0.032255,12.821524,5.467062,3.671363,3.562629,3.932449,3.225515,0,331,337
21.4,-0.01003,8.6E-05,0.047729,0.096847,0.070148,0.015332,21.38856,4.772936,0.00859,9.684735,7.014831,1.53317,0,331,300
14.85,-0.00781,-0.098572,0.036576,0.10714,0.068981,0.021241,14.841024,3.657608,-9.857155,10.713962,6.898062,2.124112,0,331,201
20.81,-8.93936,-0.089914,8.6E-05,0.051256,0.015418,-0.021134,11.868272,0.00859,-8.991379,5.125581,1.541764,-2.113352,0,331,210
0,-15.64365,0.010285,-0.098554,-0.04138,-0.077351,-0.077454,-15.643652,-9.855438,1.028481,-4.138008,-7.735136,-7.74544,0,331,310
12.12,-10.22755,-0.026696,-0.089931,-0.052194,-0.111028,-0.012469,1.888489,-8.993096,-2.669568,-5.219444,-11.102831,-1.246904,0,331,273
13.9,-5.34774,-0.085916,0.010302,-0.022299,-0.067178,0.022757,8.553187,1.030201,-8.591575,-2.229942,-6.717755,2.275669,0,331,214
0.01,-36.2605,-0.088161,-0.026713,-0.061764,-0.039161,-0.049458,-36.253249,-2.671287,-8.816056,-6.176369,-3.916139,-4.945831,0,331,212
3.33,-13.201,-0.034458,-0.085916,-0.082892,-0.063179,-0.036475,-9.870654,-8.591575,-3.445781,-8.28916,-6.317862,-3.647548,0,331,266
7.97,-14.94547,0.103341,-0.088161,-0.156926,-0.137575,-0.051704,-6.98019,-8.816056,10.334081,-15.692576,-13.757526,-5.170393,0,331,403
26.02,-0.00794,0.028392,-0.034458,-0.172035,-0.070921,0.017238,26.009867,-3.445781,2.839187,-17.203477,-7.092073,1.723782,0,331,328
21.11,0,-0.075778,0.103324,-0.101428,0.051583,0.086088,21.114149,10.332358,-7.577843,-10.142807,5.158345,8.608815,1,331,224
0.55,-12.91353,-0.012583,0.028409,-0.180185,0.045635,-0.057612,-12.35926,2.840909,-1.258251,-18.018476,4.563458,-5.761226,0,331,287
8.34,-5.81094,0.059756,-0.075761,-0.177233,0.010244,-0.015578,2.527055,-7.576124,5.975627,-17.723257,1.024449,-1.557793,0,331,360
14.69,-0.00464,0.042538,-0.010001,-0.094266,-0.070188,0.005578,14.689159,-1.000086,4.253804,-9.426596,-7.018752,0.557794,0,331,343
26.93,0,0.04778,0.059756,-0.027693,0.044169,0.054158,26.934025,5.975627,4.777991,-2.769332,4.416903,5.415809,0,331,348
2.92,-9.9935,0.010152,0.042521,-0.062064,0.048118,-0.011631,-7.076978,4.252081,1.015248,-6.206364,4.811835,-1.163098,0,331,310
13.08,0,-0.158474,0.04778,0.046799,0.101964,0.059418,13.081782,4.777991,-15.847375,4.679873,10.196388,5.94178,0,331,142
2.27,-11.54725,-0.212096,0.010152,0.034028,-0.00148,-0.049253,-9.277218,1.015248,-21.209639,3.402752,-0.147968,-4.925326,0,331,88
3.3,-22.50392,-0.100006,-0.158491,-0.023627,-0.09915,-0.109291,-19.203306,-15.849092,-10.000641,-2.362666,-9.915012,-10.92915,0,331,200
5.81,-38.61965,0.100765,-0.212096,-0.143716,-0.261245,-0.102935,-32.806194,-21.209639,10.076465,-14.371556,-26.124519,-10.293458,0,331,401
20.5,-8.29777,0.116245,-0.100024,-0.226682,-0.209189,0.002914,12.204718,-10.002362,11.624495,-22.668161,-20.918861,0.291397,0,331,416
15.69,0,-0.003893,0.100765,-0.068904,-0.002274,0.097848,15.690002,10.076465,-0.389286,-6.890438,-0.227366,9.784783,1,331,296
10.04,-16.25492,-0.056953,0.116245,-0.034965,0.119162,0.018362,-6.21329,11.624495,-5.695279,-3.496543,11.91623,1.83619,1,331,243
0.4,-17.80699,-0.069196,-0.00391,-0.062817,0.093951,-0.022268,-17.402012,-0.391009,-6.919574,-6.281718,9.395116,-2.22679,0,331,231
5.51,-17.51069,0.027157,-0.056953,-0.151564,-0.038601,-0.03471,-12.000545,-5.695279,2.715716,-15.156401,-3.860134,-3.470983,0,331,327
1.48,-17.46775,0.126714,-0.069213,-0.174416,-0.091448,-0.034515,-15.988652,-6.921295,12.671398,-17.44161,-9.144823,-3.45151,0,331,427
18.16,-0.00429,-0.024014,0.027157,-0.172163,-0.007562,0.061694,18.157605,2.715716,-2.401447,-17.216283,-0.756209,6.169356,0,331,276
16.32,0,-0.044864,0.126714,-0.05807,0.092155,0.064998,16.320921,12.671398,-4.486447,-5.806971,9.215515,6.499757,1,331,255
0,-22.3804,0.021987,-0.023997,-0.037722,0.037664,-0.088937,-22.380403,-2.399725,2.198696,-3.772201,3.766427,-8.893702,0,331,322
17.75,0,0.044523,-0.044864,0.10942,0.020104,0.044112,17.752037,-4.486447,4.452292,10.942034,2.010394,4.411178,0,331,345
4.4,-5.47189,0.105139,0.021987,0.084365,-0.06697,-0.022115,-1.06966,2.198696,10.513867,8.436466,-6.696961,-2.211506,0,331,405
15.82,-3.178,0.061616,0.044523,0.053157,0.088654,0.066653,12.646877,4.452292,6.161571,5.315651,8.865433,6.665271,0,331,362
12.99,-0.00435,-0.009052,0.105139,0.073262,0.083,0.03846,12.987986,10.513867,-0.905208,7.326192,8.300036,3.846032,1,331,291
4.89,-11.14576,0.047848,0.061616,0.118702,0.128309,0.023146,-6.260642,6.161571,4.784794,11.870245,12.830949,2.314648,0,331,348
0,-19.66721,0.064231,-0.009052,0.121225,0.029405,-0.032208,-19.667213,-0.905208,6.423085,12.122503,2.940476,-3.220831,0,331,364
17.45,0,-0.026793,0.047831,0.235983,0.071005,0.080082,17.448867,4.783072,-2.679304,23.598346,7.100549,8.008205,0,331,273
8.26,-13.07688,-0.012797,0.064248,0.158351,0.032002,-0.015838,-4.81527,6.424807,-1.279664,15.835084,3.200185,-1.58385,0,331,287
7.37,-5.91931,0.022121,-0.02681,0.082309,0.053268,-0.010956,1.44778,-2.681023,2.212136,8.230892,5.326756,-1.095627,0,331,322
4.3,-11.49535,-0.008807,-0.012779,0.169572,-0.028633,-0.001823,-7.198276,-1.277945,-0.880742,16.957187,-2.863312,-0.182338,0,331,291
14.14,-0.00823,-0.006552,0.022121,0.14938,0.011163,0.023928,14.132771,2.212136,-0.655239,14.937998,1.116267,2.392797,0,331,293
0,-18.5384,0.018098,-0.008825,0.138732,-0.010631,-0.032745,-18.538401,-0.882462,1.809809,13.873205,-1.063064,-3.274475,0,331,318
19.04,-0.00338,-0.039403,-0.006552,0.098251,0.017374,0.026201,19.035665,-0.655239,-3.940291,9.825114,1.737401,2.620094,0,331,261
6.94,-4.40561,-0.033025,0.018098,0.051662,-0.014653,-0.008101,2.533409,1.809809,-3.302476,5.166226,-1.465259,-0.810073,0,331,267
3.37,-13.11081,0.051583,-0.039403,-0.002822,-0.013212,-0.031305,-9.736597,-3.940291,5.158293,-0.282167,-1.321229,-3.130472,0,331,352
8.19,-6.67468,0.002409,-0.033025,0.027692,-0.041123,-0.001738,1.516973,-3.302476,0.240885,2.769224,-4.112281,-0.173778,0,331,302
16.76,-0.0054,-0.124746,0.051566,0.000911,0.020262,0.053304,16.750003,5.156572,-12.474639,0.091144,2.026207,5.330443,0,331,175
0,-14.42684,-0.09341,0.002409,-0.034107,0.000671,-0.050886,-14.422722,0.240885,-9.340954,-3.410719,0.067103,-5.088565,0,331,207
0.95,-16.82506,-0.038414,-0.124764,-0.097052,-0.071508,-0.073916,-15.873359,-12.476356,-3.841423,-9.705187,-7.150846,-7.391553,0,331,262
15.71,-13.13502,0.023508,-0.09341,-0.114737,-0.144248,-0.019508,2.57686,-9.340954,2.350769,-11.473727,-14.424766,-1.950844,0,331,324
0,-19.65241,0.094514,-0.038414,-0.157515,-0.112301,-0.018909,-19.652408,-3.841423,9.451361,-15.751533,-11.230136,-1.890948,0,331,395
24.64,-0.00968,0.052066,0.023508,-0.082439,0.003995,0.042408,24.62639,2.350769,5.206633,-8.243921,0.399467,4.240796,0,331,352
15.97,-0.00471,-0.153382,0.094496,-0.056602,0.075586,0.052066,15.964822,9.449637,-15.338152,-5.660191,7.558626,5.206633,1,331,147
18.39,-0.02555,-0.203046,0.052066,-0.048505,0.094496,-1.7E-05,18.367428,5.206633,-20.304595,-4.850511,9.449637,-0.00172,0,331,97
0.26,-23.63314,-0.057066,-0.153399,-0.170578,-0.101395,-0.153399,-23.370697,-15.33987,-5.706567,-17.057808,-10.139505,-15.33987,0,331,243
23.63,-45.3594,-0.076131,-0.203063,-0.2185,-0.203063,-0.049741,-21.730042,-20.306312,-7.613118,-21.849997,-20.306312,-4.974072,0,331,224
0.01,-57.25111,-0.214149,-0.057066,-0.278985,-0.210377,-0.007311,-57.240474,-5.706567,-21.414864,-27.898543,-21.037684,-0.731135,0,331,86
4.28,-14.75478,-0.120798,-0.076114,-0.296867,-0.125834,-0.068808,-10.472152,-7.611395,-12.079825,-29.68665,-12.583403,-6.880762,0,331,179
17.13,-39.58744,-0.034996,-0.214149,-0.368232,-0.221444,-0.145441,-22.461119,-21.414864,-3.499611,-36.823248,-22.144434,-14.544109,0,331,265
24.14,-1.91614,0.067746,-0.120798,-0.324199,-0.189523,0.024696,22.22609,-12.079825,6.774611,-32.419943,-18.952275,2.469602,0,331,368
0,-32.51047,0.123886,-0.034979,-0.364843,-0.180386,-0.079928,-32.51047,-3.497883,12.388637,-36.48428,-18.03863,-7.9928,0,331,424
24.63,-0.00311,-0.132845,0.047452,-0.280115,0.092459,0.11592,24.626595,4.745239,-13.284512,-28.011479,9.245886,11.592046,0,331,167
7.23,-13.46337,-0.077683,0.112325,-0.335605,0.043859,-0.003609,-6.235549,11.232496,-7.768282,-33.560483,4.385935,-0.360861,1,331,222
2.44,-21.07333,-0.008869,-0.132862,-0.464429,-0.017079,-0.129258,-18.636315,-13.286236,-0.886927,-46.442945,-1.707865,-12.925842,0,331,291
23.36,-0.00474,-0.008485,-0.077683,-0.260027,-0.081289,0.051642,23.356538,-7.768282,-0.848453,-26.002712,-8.128863,5.164235,0,331,292
7.78,-19.83736,-0.015873,-0.008869,-0.270727,-0.138116,-0.06048,-12.054353,-0.886927,-1.587274,-27.0727,-13.811623,-6.048039,0,331,284
16.35,-0.99629,-0.051793,-0.008485,-0.211545,0.043153,0.052027,15.356808,-0.848453,-5.179289,-21.154464,4.315343,5.202732,0,331,248
11.06,-34.85337,0.016411,-0.015873,-0.210603,-0.076344,-0.067882,-23.797732,-1.587274,1.641135,-21.060312,-7.634353,-6.788202,0,331,316
12.96,-8.02396,0.00842,-0.05181,-0.049167,0.000207,0.016065,4.940639,-5.181016,0.842049,-4.916738,0.020749,1.606548,0,331,308
9.18,-12.97244,0.002352,0.016394,-0.093782,-0.051482,0.000311,-3.789913,1.639406,0.23515,-9.378196,-5.148181,0.031123,0,331,302
6.72,-12.23689,0.044813,0.008403,-0.017321,0.024487,0.008092,-5.516632,0.84032,4.481329,-1.732065,2.448733,0.809194,0,331,345
0,-35.22808,0.020299,0.002352,-0.138836,0.002663,-0.005757,-35.228079,0.23515,2.029854,-13.883642,0.266274,-0.575726,0,331,320
62.28,-0.01353,-0.082812,0.044796,-0.084745,0.052909,0.050556,62.27019,4.479599,-8.281214,-8.47449,5.290885,5.055616,0,331,217
2,-12.8886,-0.154265,0.020299,0.014315,0.01454,-0.03026,-10.887203,2.029854,-15.426526,1.431532,1.454011,-3.025961,0,331,146
3.84,-23.52004,-0.048411,-0.082829,-0.089874,-0.032298,-0.044309,-19.677332,-8.282941,-4.841054,-8.987386,-3.229785,-4.430912,0,331,252
0.01,-56.89658,0.112571,-0.145997,-0.131114,-0.184478,-0.10175,-56.886906,-14.599709,11.257087,-13.111438,-18.447819,-10.175032,0,331,413
66.51,-1.79061,0.05186,-0.048428,-0.129785,-0.092698,0.053377,64.720713,-4.842783,5.186018,-12.978462,-9.269821,5.337681,0,331,352
54.59,-0.01092,0.063831,0.112571,-0.002836,0.010706,0.059162,54.583018,11.257087,6.383142,-0.28361,1.070601,5.916248,1,331,364
2.29,-18.66225,0.084504,0.05186,-0.026212,0.105265,-0.007298,-16.372334,5.186018,8.450368,-2.621244,10.526467,-0.729798,0,331,385
32.86,-1.10624,0.050085,0.063831,0.044592,0.123032,0.071135,31.7582,6.383142,5.008546,4.459214,12.303167,7.113459,0,331,350
12.41,-4.94427,0.002972,0.084504,0.049844,0.0772,0.013342,7.467113,8.450368,0.297224,4.98444,7.719952,1.33423,1,331,303
9.59,-7.12874,-0.004319,0.050068,0.092346,0.121256,0.036721,2.457319,5.006817,-0.431853,9.234626,12.125568,3.672098,0,331,296
0.98,-16.8307,0.026974,0.002972,0.008001,0.016315,-0.033754,-15.850499,0.297224,2.6974,0.800126,1.631493,-3.375362,0,331,327
20.04,-2.04448,-0.029816,-0.004336,0.075998,0.032401,0.029428,17.993339,-0.43358,-2.981641,7.599801,3.240086,2.942775,0,331,270
2.18,-7.79414,-0.002885,0.026974,0.117887,-0.006789,-0.002453,-5.618297,2.6974,-0.288497,11.788716,-0.678873,-0.245303,0,331,297
0.71,-17.16774,0.029445,-0.029816,0.192437,-0.000397,-0.027364,-16.456762,-2.981641,2.944515,19.243698,-0.039744,-2.736405,0,331,329
8.41,-1.84783,0.021647,-0.002885,0.163506,-0.005338,0.024468,6.565451,-0.288497,2.164656,16.35058,-0.533793,2.44685,0,331,322
13.23,-0.04611,0.033859,0.029428,0.109245,0.002073,0.004958,13.186681,2.942786,3.385886,10.924494,0.207303,0.495815,0,331,334
14.46,0,0.068553,0.021647,0.133258,0.04612,0.016705,14.461156,2.164656,6.855275,13.325846,4.612035,1.670486,0,331,369
13.26,-1.63916,0.007029,0.033876,0.079241,0.038819,0.017168,11.620745,3.387614,0.702852,7.924148,3.881869,1.716841,0,331,307
21.45,-2.60964,-0.033278,0.068553,0.1173,0.085269,0.051376,18.840167,6.855275,-3.327769,11.729976,8.526906,5.137552,0,331,267
5.02,-13.11954,-6.9E-05,0.007029,0.036172,0.024198,-0.050155,-8.104302,0.702852,-0.00691,3.617199,2.419814,-5.015526,0,331,300
24.9,-0.01348,0.027885,-0.039109,0.081008,0.018081,0.011034,24.889712,-3.910936,2.788452,8.100839,1.808073,1.103417,0,331,328
1.52,-17.0123,0.074027,-8.6E-05,0.04044,-0.050224,-0.011119,-15.494191,-0.00863,7.40274,4.044045,-5.022429,-1.111928,0,331,374
67.16,-3.23641,0.03271,0.027885,0.081919,0.038922,0.039008,63.92796,2.788452,3.270987,8.191941,3.892177,3.900814,0,331,333
16.39,-0.0048,0.070211,0.074027,0.14434,0.0629,0.039996,16.381563,7.40274,7.021103,14.433994,6.289989,3.999607,0,331,370
16.77,-11.13841,0.072577,0.0377,0.117544,0.071731,-0.002295,5.628454,3.770022,7.257664,11.754444,7.173077,-0.229493,0,331,373
22.31,-0.0047,0.00938,0.070211,0.185187,0.110235,0.07249,22.309545,7.021103,0.938019,18.518726,11.023518,7.249035,0,331,309
