change_2
0.0634
0.0035
0.1166
0.1486
-0.0293
0.0746
0.0544
0.0144
-0.0991
-0.1604
-0.0246
-0.0049
0.0232
-0.0172
-0.0787
-0.0190
0.0010
-0.0133
-0.0833
0.0100
0.0220
-0.0931
-0.0630
-0.0375
0.0383
0.0297
-0.0427
0.0244
0.1044
0.0988
-0.0058
-0.0286
0.0554
-0.0201
-0.1011
-0.0771
0.0514
-0.0544
-0.0491
0.0784
0.0188
-0.0035
-0.0678
0.0221
0.0378
-0.0587
-0.0748
-0.0029
0.0310
0.0069
0.0123
-0.0508
-0.0261
0.0115
0.0639
0.1057
-0.0262
-0.0499
0.0079
0.0581
0.0129
0.0219
0.1189
-0.0226
-0.0377
-0.0016
-0.0412
-0.0206
-0.0344
-0.0651
0.0376
0.0998
0.1395
-0.0131
-0.0860
0.0405
0.0518
0.0867
0.0341
0.0731
0.0553
-0.0637
-0.0413
-0.0265
0.0527
0.1113
0.0304
0.1202
0.2879
0.1201
0.0280
-0.0347
-0.0310
0.0529
-0.1617
-0.1063
0.0132
-0.0484
-0.0651
0.0223
-0.0423
-0.3882
-0.4249
-0.0549
-0.3013
-0.2077
0.2078
0.1525
-0.0407
0.0147
0.0960
0.0968
0.1721
0.0348
-0.1176
-0.0650
0.0359
-0.0243
-0.1489
-0.2765
-0.2173
0.0498
-0.0177
-0.0313
0.1681
0.1727
0.0667
-0.0571
-0.2921
-0.2017
0.2098
0.1069
0.0244
0.0216
-0.0151
0.0996
0.1303
-0.0507
-0.0361
0.0647
-0.0675
-0.1246
-0.0622
0.0290
0.0298
-0.0729
-0.1497
-0.0354
0.0274
0.0172
-0.0494
-0.0093
0.1754
0.0549
0.0587
0.1391
-0.0693
-0.0859
0.0366
-0.0019
-0.0453
-0.0687
0.0140
0.1130
-0.0152
-0.0163
0.0216
0.0912
0.1184
0.0777
0.1503
-0.0762
-0.0921
0.0939
0.0375
-0.0503
-0.0671
0.0194
0.0270
-0.0449
0.0607
0.0168
0.0069
0.1100
0.0324
-0.0426
-0.0644
0.0791
0.0392
-0.0107
0.0620
0.0645
0.0347
-0.0473
-0.0630
0.0140
-0.0111
0.0061
-0.0250
-0.0599
0.0647
-0.0285
-0.0646
0.0571
0.0371
-0.0171
0.0787
0.0319
0.0554
0.1138
0.0559
0.0454
0.0509
0.0334
-0.1043
-0.0062
0.1373
-0.0140
-0.0337
0.0173
-0.0766
-0.1583
-0.0280
0.1124
-0.1087
-0.0552
0.0925
0.0204
-0.1033
-0.0836
0.0980
0.0715
0.0034
-0.0347
-0.0152
-0.0893
-0.0871
0.0160
0.0132
0.0384
0.0711
0.0666
0.1475
0.0390
-0.0098
0.0478
-0.0236
0.0129
0.0279
-0.0267
-0.0360
-0.0025
-0.0855
-0.1127
-0.0075
-0.0698
-0.0112
0.0325
-0.0347
0.0456
0.0498
0.0135
-0.0088
-0.0171
-0.0253
0.0071
0.0547
0.0477
0.0366
0.0001
-0.0986
-0.0899
0.0103
-0.0267
-0.0859
-0.0882
-0.0345
0.1033
0.0284
-0.0758
-0.0100
0.0598
0.0425
0.0478
0.0102
-0.1585
-0.2121
-0.1000
0.1008
0.1162
-0.0039
-0.0570
-0.0692
0.0272
0.1267
-0.0240
-0.0449
0.0220
0.0445
0.1051
0.0616
-0.0091
0.0478
0.0642
-0.0268
-0.0128
0.0221
-0.0088
-0.0066
0.0181
-0.0394
-0.0330
0.0516
0.0024
-0.1248
-0.0934
-0.0384
0.0235
0.0945
0.0521
-0.1534
-0.2031
-0.0571
-0.0761
-0.2141
-0.1208
-0.0350
0.0475
0.1123
-0.1329
-0.0777
-0.0089
-0.0085
-0.0159
-0.0518
0.0164
0.0084
0.0024
0.0448
0.0203
-0.0828
-0.1460
-0.0484
0.1126
0.0519
0.0638
0.0845
0.0501
0.0030
-0.0043
0.0270
-0.0298
-0.0029
0.0294
0.0216
0.0339
0.0686
0.0070
-0.0391
-0.0001
0.0279
0.0740
0.0377
0.0702
0.0726
0.0094
0.0309
-0.0322
-0.0596
0.0176
-0.0646
-0.1388
-0.0479
0.0092
0.0356
0.0377
0.0752
0.1026
0.0391
0.0423
-0.0563
-0.0774
0.0345
-0.0415
-0.0974
-0.0534
0.0204
0.0626
-0.0568
-0.1022
-0.0580
-0.1123
-0.0278
0.0764
0.0539
0.0212
-0.0034
0.0120
-0.0241
-0.0792
-0.0580
0.0450
0.0727
0.0852
0.1719
0.0554
-0.0328
-0.0150
-0.0888
0.0081
0.0810
0.0075
-0.0149
-0.0133
0.0490
0.1821
0.1182
-0.0492
-0.0417
0.0445
-0.0175
-0.0323
-0.0043
-0.0329
-0.0143
-0.0321
-0.0186
0.0322
0.0390
-0.0353
-0.0489
0.0346
0.1415
0.0894
-0.0099
0.0042
0.0076
0.1067
0.1128
-0.0403
-0.0643
-0.0221
-0.0495
-0.0153
-0.0272
-0.0570
-0.0434
-0.0500
-0.0221
-0.0248
-0.0268
0.0292
0.1160
0.0307
-0.0778
-0.0402
0.0489
0.0772
0.0125
-0.0474
-0.0268
-0.0125
0.0269
0.0861
0.0689
0.0175
-0.0021
0.0891
0.1480
0.0146
-0.0121
0.0254
-0.1288
-0.0568
-0.0345
-0.1054
-0.0175
0.0375
0.1019
0.0294
-0.0492
0.0287
-0.0602
-0.1061
-0.0403
-0.0821
-0.0458
